AGENCY #,AGENCY TITLE,CLASSIFICATION,SERVICE TYPE,FULL/PART-TIME,ANNUAL SALARY
58030,OUS - Oregon State University,Administrator 3-Tier 1 H-COA,Executive/Admin and managerial,Full-Time,$1060008.00
58030,OUS - Oregon State University,Administrator 3-PAC12 Md H-COA,Executive/Admin and managerial,Full-Time,$800004.00
58030,OUS - Oregon State University,Executive 3-Athletics,Executive/Admin and managerial,Full-Time,$545508.00
58030,OUS - Oregon State University,Coordinator-Tier 1 Asst COA,Other professionals,Full-Time,$490008.00
58030,OUS - Oregon State University,Executive 1-President,Executive/Admin and managerial,Full-Time,$485088.00
58030,OUS - Oregon State University,Administrator 3-Rev Oly H-COA,Executive/Admin and managerial,Full-Time,$323640.00
58030,OUS - Oregon State University,Coordinator-Tier 1 Asst COA,Other professionals,Full-Time,$320004.00
58030,OUS - Oregon State University,Coordinator-Tier 1 Asst COA,Other professionals,Full-Time,$315000.00
58030,OUS - Oregon State University,Executive 1-Provost/Exec VP,Executive/Admin and managerial,Full-Time,$309000.00
58030,OUS - Oregon State University,Administrator 3-PAC12 Md H-COA,Executive/Admin and managerial,Full-Time,$275004.00
58030,OUS - Oregon State University,Coordinator-Tier 1 Asst COA,Other professionals,Full-Time,$260004.00
58030,OUS - Oregon State University,Executive 3-Dean,Executive/Admin and managerial,Full-Time,$255000.00
58030,OUS - Oregon State University,Executive 3-Dean,Executive/Admin and managerial,Full-Time,$251172.00
58030,OUS - Oregon State University,Executive 2-Univ Rel & Mktg,Executive/Admin and managerial,Full-Time,$247224.00
58030,OUS - Oregon State University,Executive 3-Dean,Executive/Admin and managerial,Full-Time,$238068.00
58030,OUS - Oregon State University,Executive 3-Dean,Executive/Admin and managerial,Full-Time,$237876.00
58030,OUS - Oregon State University,Executive 2-Fin & Admin,Executive/Admin and managerial,Full-Time,$236004.00
58030,OUS - Oregon State University,Executive 2-CIO,Executive/Admin and managerial,Full-Time,$235692.00
58030,OUS - Oregon State University,Executive 3-Dean,Executive/Admin and managerial,Full-Time,$235020.00
58030,OUS - Oregon State University,Executive 3-Dean,Executive/Admin and managerial,Full-Time,$235008.00
58030,OUS - Oregon State University,Executive 3-Dean,Executive/Admin and managerial,Full-Time,$231756.00
58030,OUS - Oregon State University,Administrator 1-Tenure Dir,Executive/Admin and managerial,Full-Time,$227808.00
58030,OUS - Oregon State University,Coordinator-Tier 1 Asst COA,Other professionals,Full-Time,$225000.00
58030,OUS - Oregon State University,Executive 2-Vice Provost,Executive/Admin and managerial,Full-Time,$224316.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$224184.00
58030,OUS - Oregon State University,Executive 2-Vice Provost,Executive/Admin and managerial,Full-Time,$223224.00
58030,OUS - Oregon State University,Executive 2-Aux Campus,Executive/Admin and managerial,Full-Time,$221460.00
58030,OUS - Oregon State University,Administrator 1-Tenure Dir,Executive/Admin and managerial,Full-Time,$216948.00
58030,OUS - Oregon State University,Executive 3-General Counsel,Executive/Admin and managerial,Full-Time,$216420.00
58030,OUS - Oregon State University,Coordinator-PAC12 Md Asst COA,Other professionals,Full-Time,$214260.00
58030,OUS - Oregon State University,Executive 3-Dean,Executive/Admin and managerial,Full-Time,$211116.00
58030,OUS - Oregon State University,Administrator 1-Bud & Fisc Pln,Executive/Admin and managerial,Full-Time,$211056.00
58030,OUS - Oregon State University,Executive 3-Dean,Executive/Admin and managerial,Full-Time,$210804.00
58030,OUS - Oregon State University,Administrator 1-Tenure Dir,Executive/Admin and managerial,Full-Time,$206016.00
58030,OUS - Oregon State University,Administrator 1-Tenure Dir,Executive/Admin and managerial,Full-Time,$204912.00
58030,OUS - Oregon State University,Administrator 1-School Head,Executive/Admin and managerial,Full-Time,$203004.00
58030,OUS - Oregon State University,Professor-Endowed Chair,Faculty,Full-Time,$202266.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$202266.00
58030,OUS - Oregon State University,Administrator 1-Assoc Dean,Executive/Admin and managerial,Full-Time,$202236.00
58030,OUS - Oregon State University,Executive 2-Ten Vice Provost,Executive/Admin and managerial,Full-Time,$202140.00
58030,OUS - Oregon State University,Executive 3-Alumni Relations,Executive/Admin and managerial,Full-Time,$200004.00
58030,OUS - Oregon State University,Administrator 1-Assoc Dean,Executive/Admin and managerial,Full-Time,$197760.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$194652.00
58030,OUS - Oregon State University,Administrator 1-Dept Head,Executive/Admin and managerial,Full-Time,$194004.00
58030,OUS - Oregon State University,Executive 3-Research,Executive/Admin and managerial,Full-Time,$193728.00
58030,OUS - Oregon State University,Professor-Endowed Chair,Faculty,Full-Time,$191592.00
58030,OUS - Oregon State University,Executive 3-Dean,Executive/Admin and managerial,Full-Time,$190008.00
58030,OUS - Oregon State University,Administrator 1-Assoc Dean,Executive/Admin and managerial,Full-Time,$188544.00
58030,OUS - Oregon State University,Administrator 1-Assoc Dean,Executive/Admin and managerial,Full-Time,$186840.00
58030,OUS - Oregon State University,Executive 3-Fin & Admin,Executive/Admin and managerial,Full-Time,$186540.00
58030,OUS - Oregon State University,Administrator 1-Tenure Dir,Executive/Admin and managerial,Full-Time,$186324.00
58030,OUS - Oregon State University,Executive 3-Internal Audit,Executive/Admin and managerial,Full-Time,$185004.00
58030,OUS - Oregon State University,Executive 3-Assoc Provost,Executive/Admin and managerial,Full-Time,$183828.00
58030,OUS - Oregon State University,Executive 3-Dean,Executive/Admin and managerial,Full-Time,$183768.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$182667.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$182664.00
58030,OUS - Oregon State University,Administrator 1-Tenure Dir,Executive/Admin and managerial,Full-Time,$182124.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$180228.00
58030,OUS - Oregon State University,Coordinator-Tier 1 Asst COA,Other professionals,Full-Time,$180000.00
58030,OUS - Oregon State University,Administrator 1-Tenure Dir,Executive/Admin and managerial,Full-Time,$179772.00
58030,OUS - Oregon State University,Executive 3-Assoc Provost,Executive/Admin and managerial,Full-Time,$177636.00
58030,OUS - Oregon State University,Administrator 1-School Head,Executive/Admin and managerial,Full-Time,$176820.00
58030,OUS - Oregon State University,Executive 3-Univ Librarian,Executive/Admin and managerial,Full-Time,$176748.00
58030,OUS - Oregon State University,Administrator 1-Assoc Dean,Executive/Admin and managerial,Full-Time,$175680.00
58030,OUS - Oregon State University,Administrator 3-PAC12 Md H-COA,Executive/Admin and managerial,Full-Time,$175008.00
58030,OUS - Oregon State University,Coordinator-Tier 1 Asst COA,Other professionals,Full-Time,$175008.00
58030,OUS - Oregon State University,Coordinator-Tier 1 Asst COA,Other professionals,Full-Time,$175008.00
58030,OUS - Oregon State University,Administrator 1-Dept Head,Executive/Admin and managerial,Full-Time,$174648.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$173709.00
58030,OUS - Oregon State University,Executive 3-HR,Executive/Admin and managerial,Full-Time,$173064.00
58030,OUS - Oregon State University,Administrator 1-Assoc Dean,Executive/Admin and managerial,Full-Time,$171696.00
58030,OUS - Oregon State University,Administrator 1-Assoc Dean,Executive/Admin and managerial,Full-Time,$171696.00
58030,OUS - Oregon State University,Administrator 1-Dept Head,Executive/Admin and managerial,Full-Time,$170376.00
58030,OUS - Oregon State University,Administrator 1-Bud & Fisc Pln,Executive/Admin and managerial,Full-Time,$169956.00
58030,OUS - Oregon State University,Administrator 1-Dept Head,Executive/Admin and managerial,Full-Time,$169488.00
58030,OUS - Oregon State University,Executive 3- Bus Affairs,Executive/Admin and managerial,Full-Time,$167820.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$167607.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$167328.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$167076.00
58030,OUS - Oregon State University,Professor (Sr Res),Faculty,Full-Time,$166968.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$166851.00
58030,OUS - Oregon State University,Administrator 1-Tenure Dir,Executive/Admin and managerial,Full-Time,$166596.00
58030,OUS - Oregon State University,Administrator 1-Assoc Dean,Executive/Admin and managerial,Full-Time,$166512.00
58030,OUS - Oregon State University,Administrator 1-Assoc Dean,Executive/Admin and managerial,Full-Time,$166512.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$165564.00
58030,OUS - Oregon State University,Administrator 2-Med/Clin Serv,Executive/Admin and managerial,Full-Time,$165000.00
58030,OUS - Oregon State University,Administrator 1-Com & Corp Dev,Executive/Admin and managerial,Full-Time,$165000.00
58030,OUS - Oregon State University,Administrator 2-Med/Clin Serv,Executive/Admin and managerial,Full-Time,$164892.00
58030,OUS - Oregon State University,Executive 3-Bus Servs,Executive/Admin and managerial,Full-Time,$164820.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$164133.00
58030,OUS - Oregon State University,Administrator 1-Marine Project,Executive/Admin and managerial,Full-Time,$164004.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$163782.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$163530.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$163212.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$163104.00
58030,OUS - Oregon State University,Administrator 1-Assoc Dean,Executive/Admin and managerial,Full-Time,$162228.00
58030,OUS - Oregon State University,Executive 3-Student Health,Executive/Admin and managerial,Full-Time,$160800.00
58030,OUS - Oregon State University,Administrator 1-Dept Head,Executive/Admin and managerial,Full-Time,$160680.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$160506.00
58030,OUS - Oregon State University,Professor-Endowed Chair,Faculty,Full-Time,$160488.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$160434.00
58030,OUS - Oregon State University,Administrator 1-Assoc Dean,Executive/Admin and managerial,Full-Time,$160428.00
58030,OUS - Oregon State University,Administrator 1-Dept Head,Executive/Admin and managerial,Full-Time,$160008.00
58030,OUS - Oregon State University,Administrator 1-School Head,Executive/Admin and managerial,Full-Time,$160008.00
58030,OUS - Oregon State University,Administrator 1-Assoc Dean,Executive/Admin and managerial,Full-Time,$159660.00
58030,OUS - Oregon State University,Specialist 1-End Chair,Other professionals,Full-Time,$159228.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$159228.00
58030,OUS - Oregon State University,Administrator 1-Tenure Dir,Executive/Admin and managerial,Full-Time,$158664.00
58030,OUS - Oregon State University,Executive 3-Dean,Executive/Admin and managerial,Full-Time,$158640.00
58030,OUS - Oregon State University,Executive 3-Dean,Executive/Admin and managerial,Full-Time,$158208.00
58030,OUS - Oregon State University,Administrator 1-Tenure Dir,Executive/Admin and managerial,Full-Time,$157824.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$157644.00
58030,OUS - Oregon State University,Administrator 1-Tenure Dir,Executive/Admin and managerial,Full-Time,$157548.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$156564.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$156456.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$154836.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$154656.00
58030,OUS - Oregon State University,Administrator 1-Tenure Dir,Executive/Admin and managerial,Full-Time,$154632.00
58030,OUS - Oregon State University,Administrator 1-Assoc Dean,Executive/Admin and managerial,Full-Time,$154500.00
58030,OUS - Oregon State University,Executive 3-Campus Architect,Executive/Admin and managerial,Full-Time,$154500.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$154359.00
58030,OUS - Oregon State University,Administrator 1-Attending Vet,Executive/Admin and managerial,Full-Time,$154253.00
58030,OUS - Oregon State University,Administrator 1-Dept Head,Executive/Admin and managerial,Full-Time,$153528.00
58030,OUS - Oregon State University,Administrator 1-Dept Head,Executive/Admin and managerial,Full-Time,$153012.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$152793.00
58030,OUS - Oregon State University,Administrator 1-Vet Teach Hosp,Executive/Admin and managerial,Full-Time,$152760.00
58030,OUS - Oregon State University,Specialist 1-End Chair,Other professionals,Full-Time,$152520.00
58030,OUS - Oregon State University,Administrator 1-Assoc Dean,Executive/Admin and managerial,Full-Time,$152184.00
58030,OUS - Oregon State University,Specialist 1-Tenured Admin,Other professionals,Full-Time,$152055.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$151848.00
58030,OUS - Oregon State University,Administrator 1-Dept Head,Executive/Admin and managerial,Full-Time,$151800.00
58030,OUS - Oregon State University,Administrator 1-Tenure Dir,Executive/Admin and managerial,Full-Time,$151479.00
58030,OUS - Oregon State University,Department Head,Executive/Admin and managerial,Full-Time,$151332.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$150948.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$150399.00
58030,OUS - Oregon State University,Administrator 1-Dept Head,Executive/Admin and managerial,Full-Time,$150096.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$150024.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$150003.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$150000.00
58030,OUS - Oregon State University,Administrator 1-Bus Ctrs,Executive/Admin and managerial,Full-Time,$150000.00
58030,OUS - Oregon State University,Executive 3- Bus Affairs,Executive/Admin and managerial,Full-Time,$150000.00
58030,OUS - Oregon State University,Executive 3-Bus Servs,Executive/Admin and managerial,Full-Time,$150000.00
58030,OUS - Oregon State University,Coordinator-Tier 1 Asst COA,Other professionals,Full-Time,$150000.00
58030,OUS - Oregon State University,Professor-Endowed Chair,Faculty,Full-Time,$149985.00
58030,OUS - Oregon State University,Administrator 1-Dept Head,Executive/Admin and managerial,Full-Time,$149856.00
58030,OUS - Oregon State University,Administrator 1-Assoc Dean,Executive/Admin and managerial,Full-Time,$149724.00
58030,OUS - Oregon State University,Associate Professor (Sr Res),Faculty,Full-Time,$149688.00
58030,OUS - Oregon State University,Executive 3-Enrollment Mgmnt,Executive/Admin and managerial,Full-Time,$149472.00
58030,OUS - Oregon State University,Administrator 1-Dept Head,Executive/Admin and managerial,Full-Time,$149364.00
58030,OUS - Oregon State University,Specialist 1-Ext Relations,Other professionals,Full-Time,$149364.00
58030,OUS - Oregon State University,Administrator 1-Dept Head,Executive/Admin and managerial,Full-Time,$149364.00
58030,OUS - Oregon State University,Administrator 1-Assoc Dean,Executive/Admin and managerial,Full-Time,$148320.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$147792.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$147744.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$147612.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$147468.00
58030,OUS - Oregon State University,Administrator 1-Assoc Dean,Executive/Admin and managerial,Full-Time,$147336.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$147288.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$147141.00
58030,OUS - Oregon State University,Administrator 1-Dept Head,Executive/Admin and managerial,Full-Time,$146568.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$146394.00
58030,OUS - Oregon State University,Administrator 2-Ten Asst Dean,Executive/Admin and managerial,Full-Time,$146331.00
58030,OUS - Oregon State University,Specialist 1-End Chair,Other professionals,Full-Time,$146280.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$146148.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$146100.00
58030,OUS - Oregon State University,Administrator 1-Dept Head,Executive/Admin and managerial,Full-Time,$145752.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$145728.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$145692.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$145404.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$144837.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$144783.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$144756.00
58030,OUS - Oregon State University,Administrator 1-Dept Head,Executive/Admin and managerial,Full-Time,$144504.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$144207.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$144144.00
58030,OUS - Oregon State University,Administrator 1-Tenure Dir,Executive/Admin and managerial,Full-Time,$144024.00
58030,OUS - Oregon State University,Officer-USSE,Other professionals,Full-Time,$143232.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$143154.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$143076.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$142896.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$142884.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$142857.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$142146.00
58030,OUS - Oregon State University,Administrator 2-Ten Asst Dean,Executive/Admin and managerial,Full-Time,$142140.00
58030,OUS - Oregon State University,Specialist 1-Ext Relations,Other professionals,Full-Time,$142008.00
58030,OUS - Oregon State University,Administrator 2-Assoc Dpt Head,Executive/Admin and managerial,Full-Time,$141960.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$141696.00
58030,OUS - Oregon State University,Specialist 1-Assoc Gen Counsel,Other professionals,Full-Time,$141672.00
58030,OUS - Oregon State University,Specialist 1-Assoc Gen Counsel,Other professionals,Full-Time,$141672.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$141672.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$141540.00
58030,OUS - Oregon State University,Administrator 2-Vet Teach Hosp,Executive/Admin and managerial,Full-Time,$141408.00
58030,OUS - Oregon State University,Administrator 1-Pharmacy,Executive/Admin and managerial,Full-Time,$140484.00
58030,OUS - Oregon State University,Administrator 1-Govt Relations,Executive/Admin and managerial,Full-Time,$140412.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$140382.00
58030,OUS - Oregon State University,Officer-USSE,Other professionals,Full-Time,$140100.00
58030,OUS - Oregon State University,Administrator 1-Assoc Dean,Executive/Admin and managerial,Full-Time,$140004.00
58030,OUS - Oregon State University,Executive 3-Housing and Dining,Executive/Admin and managerial,Full-Time,$140004.00
58030,OUS - Oregon State University,Executive 3-Memorial Union,Executive/Admin and managerial,Full-Time,$139512.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$139347.00
58030,OUS - Oregon State University,Specialist 1-End Chair,Other professionals,Full-Time,$139068.00
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,$139050.00
58030,OUS - Oregon State University,Director,Executive/Admin and managerial,Full-Time,$139044.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$138504.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$138456.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$138456.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$138276.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$138042.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$138024.00
58030,OUS - Oregon State University,Officer-USSE,Other professionals,Full-Time,$137928.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$137160.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$137040.00
58030,OUS - Oregon State University,Administrator 1 - IT,Executive/Admin and managerial,Full-Time,$137004.00
58030,OUS - Oregon State University,Executive 3-Equity & Incl,Executive/Admin and managerial,Full-Time,$136692.00
58030,OUS - Oregon State University,Specialist 1-Psychiatrist,Other professionals,Full-Time,$136494.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$136392.00
58030,OUS - Oregon State University,Executive 3-Dean,Executive/Admin and managerial,Full-Time,$136260.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$136206.00
58030,OUS - Oregon State University,Administrator 1-Univ Risk Ofc,Executive/Admin and managerial,Full-Time,$135960.00
58030,OUS - Oregon State University,Administrator 1-Research,Executive/Admin and managerial,Full-Time,$135960.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$135945.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$135732.00
58030,OUS - Oregon State University,Administrator 1-Tenure Dir,Executive/Admin and managerial,Full-Time,$135636.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$135420.00
58030,OUS - Oregon State University,Administrator 2-Bus Ctr,Executive/Admin and managerial,Full-Time,$135192.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$135072.00
58030,OUS - Oregon State University,Administrator 1-Tenure Dir,Executive/Admin and managerial,Full-Time,$135063.00
58030,OUS - Oregon State University,Specialist 2-Ext Relations,Other professionals,Full-Time,$135000.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$135000.00
58030,OUS - Oregon State University,Administrator 1-Tenure Dir,Executive/Admin and managerial,Full-Time,$134976.00
58030,OUS - Oregon State University,Professor (Clinical),Faculty,Full-Time,$134904.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$134832.00
58030,OUS - Oregon State University,Administrator 1-Res Ctr/Inst,Executive/Admin and managerial,Full-Time,$134532.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$134484.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$134436.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$134136.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$133965.00
58030,OUS - Oregon State University,Administrator 1-Inst Research,Executive/Admin and managerial,Full-Time,$133920.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$133728.00
58030,OUS - Oregon State University,Administrator 1-Tenure Dir,Executive/Admin and managerial,Full-Time,$133464.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$133263.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$132600.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$132435.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$132432.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$132204.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$132084.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$132072.00
58030,OUS - Oregon State University,Administrator 1-Tenure Dir,Executive/Admin and managerial,Full-Time,$132000.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$131850.00
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,$131640.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$131535.00
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,$131337.00
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,$131337.00
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,$131337.00
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,$131328.00
58030,OUS - Oregon State University,Administrator 1-Tenure Dir,Executive/Admin and managerial,Full-Time,$131208.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$131112.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$130980.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$130884.00
58030,OUS - Oregon State University,Administrator 1-Tenure Dir,Executive/Admin and managerial,Full-Time,$130776.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$130680.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$130620.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$130419.00
58030,OUS - Oregon State University,Administrator 1-Public Safety,Executive/Admin and managerial,Full-Time,$130008.00
58030,OUS - Oregon State University,Administrator 2-ERCC & Emp,Executive/Admin and managerial,Full-Time,$130000.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$129942.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$129744.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$129456.00
58030,OUS - Oregon State University,Administrator 1-Tenure Dir,Executive/Admin and managerial,Full-Time,$129384.00
58030,OUS - Oregon State University,Administrator 1-Tenure Dir,Executive/Admin and managerial,Full-Time,$129384.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$129384.00
58030,OUS - Oregon State University,Administrator 1-Assoc Dean,Executive/Admin and managerial,Full-Time,$129144.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$129036.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$128790.00
58030,OUS - Oregon State University,Administrator 2-Bus Ctr,Executive/Admin and managerial,Full-Time,$128760.00
58030,OUS - Oregon State University,Administrator 1 - IT,Executive/Admin and managerial,Full-Time,$128760.00
58030,OUS - Oregon State University,Administrator 1-Marine Project,Executive/Admin and managerial,Full-Time,$128760.00
58030,OUS - Oregon State University,Administrator 3-Ext Relations,Executive/Admin and managerial,Full-Time,$128760.00
58030,OUS - Oregon State University,Specialist 2-Ext Relations,Other professionals,Full-Time,$128760.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$128754.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$128754.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$128676.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$128544.00
58030,OUS - Oregon State University,Administrator 3-Ext Relations,Executive/Admin and managerial,Full-Time,$128544.00
58030,OUS - Oregon State University,Administrator 1-Outrch & Engag,Executive/Admin and managerial,Full-Time,$128544.00
58030,OUS - Oregon State University,Administrator 1-Res Ctr/Inst,Executive/Admin and managerial,Full-Time,$128436.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$128424.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$127944.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$127680.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$127176.00
58030,OUS - Oregon State University,Administrator 1-Tenure Dir,Executive/Admin and managerial,Full-Time,$127140.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$127125.00
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,$127008.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$126702.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$126621.00
58030,OUS - Oregon State University,Administrator 1-Tenure Dir,Executive/Admin and managerial,Full-Time,$126420.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$126045.00
58030,OUS - Oregon State University,Administrator 3-Rev Oly H-COA,Executive/Admin and managerial,Full-Time,$126000.00
58030,OUS - Oregon State University,Administrator 2-Aux Campus,Executive/Admin and managerial,Full-Time,$125964.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$125904.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$125688.00
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,$125667.00
58030,OUS - Oregon State University,Administrator 2-Info Services,Executive/Admin and managerial,Full-Time,$125640.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$125327.00
58030,OUS - Oregon State University,Administrator 1-Res Ctr/Inst,Executive/Admin and managerial,Full-Time,$125244.00
58030,OUS - Oregon State University,Administrator 2-Athletic Ops,Executive/Admin and managerial,Full-Time,$125004.00
58030,OUS - Oregon State University,Administrator 3-Ext Relations,Executive/Admin and managerial,Full-Time,$125004.00
58030,OUS - Oregon State University,Specialist 1-General Counsel,Other professionals,Full-Time,$125004.00
58030,OUS - Oregon State University,Administrator 3-Strg/Con H-COA,Executive/Admin and managerial,Full-Time,$125004.00
58030,OUS - Oregon State University,Administrator 3-Rev Oly H-COA,Executive/Admin and managerial,Full-Time,$125004.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$125001.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$124983.00
